"Tipo Vehículo","Capacidad en Centrimetros Cubicos","Tipo de Transmisión","Kilometros Recorridos","Tipo Combustible","Asientos","Consumo de Combustible en Kilometros por litro","Año Modelo","Valor de Reventa"
"Accord Sedán Híbrido","1199","Manual","29539","Petrol","5","18.7","2017","30565"
"Accord Sedán Híbrido","1199","Automatic","17500","Petrol","5","17.1","2020","30850"
"Accord Sedán Híbrido","1199","Manual","63500","Petrol","5","18.7","2015","30208"
"Accord Sedán Híbrido","1199","Automatic","89000","Petrol","5","19","2018","30508"
"Accord Sedán Híbrido","1198","Manual","77000","Petrol","5","16","2011","29933"
"Accord Sedán Híbrido","1199","Manual","41000","Petrol","5","18.7","2017","30649"
"Accord Sedán Híbrido","1199","Manual","75000","Petrol","5","18.7","2015","30613"
"Accord Sedán Híbrido","1198","Manual","53400","Petrol","5","19.4","2015","30550"
"Accord Sedán Híbrido","1198","Manual","69000","Petrol","5","19.4","2015","30289"
"Accord Sedán Híbrido","1199","Manual","11965","Petrol","5","17.1","2020","30774"
"Accord Sedán Híbrido","1198","Manual","29500","Petrol","5","19.4","2015","30586"
"Accord Sedán Híbrido","1198","Manual","70000","Petrol","5","19.4","2016","30570"
"Accord Sedán Híbrido","1198","Manual","39452","Petrol","5","19.4","2013","30507"
"Accord Sedán Híbrido","1199","Automatic","54083","Petrol","5","19","2016","30394"
"Accord Sedán Híbrido","1199","Automatic","61710","Petrol","5","18.2","2018","30508"
"Accord Sedán Híbrido","1199","Manual","85589","Petrol","5","18.7","2015","30595"
"Accord Sedán Híbrido","1198","Manual","60993","Petrol","5","19.4","2013","30386"
"Accord Sedán Híbrido","1198","Automatic","40000","Petrol","5","16.5","2015","30253"
"Accord Sedán Híbrido","1198","Manual","64736","Petrol","5","19.4","2014","30100"
"Accord Sedán Híbrido","1198","Manual","82956","Petrol","5","19.4","2015","30604"
"Accord Sedán Híbrido","1198","Manual","40198","Petrol","5","19.4","2012","30118"
"Accord Sedán Híbrido","1198","Automatic","50000","Petrol","5","16.5","2016","30330"
"Accord Sedán Híbrido","1198","Manual","84000","Petrol","5","19.4","2014","30250"
"Accord Sedán Híbrido","1498","Manual","95700","Diesel","5","27.3","2015","30523"
"Accord Sedán Híbrido","1198","Manual","54452","Petrol","5","19.4","2016","30458"
"Accord Sedán Híbrido","1199","Automatic","71295","Petrol","5","19","2018","30598"
"Accord Sedán Híbrido","1498","Manual","100844","Diesel","5","27.3","2016","30674"
"Accord Sedán Híbrido","1199","Automatic","82904","Petrol","5","17.1","2016","30650"
"Accord Sedán Híbrido","1198","Manual","77000","Petrol","5","18.5","2016","30362"
"Accord Sedán Híbrido","1199","Manual","104211","Petrol","5","18.7","2017","30572"
"Accord Sedán Híbrido","1199","Automatic","20000","Petrol","5","18.2","2019","30650"
"Accord Sedán Híbrido","1199","Manual","78814","Petrol","5","18.7","2015","30532"
"Accord Sedán Híbrido","1199","Automatic","75292","Petrol","5","18.2","2018","30730"
"Accord Sedán Híbrido","1198","Manual","66725","Petrol","5","19.4","2013","30463"
"Accord Sedán Híbrido","1199","Automatic","34882","Petrol","5","19","2018","30766"
"Accord Sedán Híbrido","1498","Manual","120000","Diesel","5","27.3","2015","30595"
"Accord Sedán Híbrido","1199","Manual","68687","Petrol","5","18.7","2016","30466"
"Accord Sedán Híbrido","1198","Manual","101259","Petrol","5","19.4","2013","30100"
"Accord Sedán Híbrido","1198","Manual","68266","Petrol","5","19.4","2013","30298"
"Accord Sedán Híbrido","1198","Manual","54288","Petrol","5","18.4","2012","29914"
"Accord Sedán Híbrido","1198","Automatic","61000","Petrol","5","16.5","2013","30331"
"Accord Sedán Híbrido","1198","Manual","62000","Petrol","5","19.4","2015","30469"
"Accord Sedán Híbrido","1198","Manual","76000","Petrol","5","19.4","2013","30397"
"Accord Sedán Híbrido","1198","Automatic","65000","Petrol","5","16.5","2014","30570"
"Accord Sedán Híbrido","1199","Manual","69000","Petrol","5","18.7","2018","30532"
"Accord Sedán Híbrido","1198","Automatic","39000","Petrol","5","16.5","2016","30482"
"Accord Sedán Híbrido","1199","Manual","65000","Petrol","5","18.7","2015","30424"
"Accord Sedán Híbrido","1199","Automatic","47617","Petrol","5","19","2015","30253"
"Accord Sedán Híbrido","1199","Automatic","64374","Petrol","5","19","2018","30592"
"Accord Sedán Híbrido","1199","Manual","60000","Petrol","5","18.7","2018","30742"
"Accord Sedán Híbrido","1199","Automatic","63345","Petrol","5","18.2","2019","30685"
"Accord Sedán Híbrido","1199","Automatic","65605","Petrol","5","19","2016","30386"
"Accord Sedán Híbrido","1198","Manual","57242","Petrol","5","19.4","2012","30250"
"Accord Sedán Híbrido","1198","Manual","60092","Petrol","5","18.4","2012","30322"
"Accord Sedán Híbrido","1198","Manual","78991","Petrol","5","19.4","2012","29962"
"Accord Sedán Híbrido","1198","Manual","43387","Petrol","5","18.5","2018","30562"
"Accord Sedán Híbrido","1199","Manual","35337","Petrol","5","18.7","2016","30562"
"Accord Sedán Híbrido","1198","Manual","26633","Petrol","5","18.5","2018","30724"
"Accord Sedán Híbrido","1198","Manual","40000","Petrol","5","19.4","2012","30070"
"Accord Sedán Híbrido","1199","Manual","39452","Petrol","5","18.7","2017","30586"
"Accord Sedán Híbrido","1198","Manual","22262","Petrol","5","19.4","2015","30289"
"Accord Sedán Híbrido","1198","Manual","69210","Petrol","5","19.4","2012","30106"
"Accord Sedán Híbrido","1199","Automatic","55412","Petrol","5","19","2015","30415"
"Accord Sedán Híbrido","1498","Manual","60000","Diesel","5","27.3","2017","30593"
"Accord Sedán Híbrido","1498","Manual","50000","Diesel","5","27.3","2015","30442"
"Accord Sedán Híbrido","1198","Manual","120000","Petrol","5","19.4","2014","30330"
"Accord Sedán Híbrido","1199","Automatic","70602","Petrol","5","19","2017","30502"
"Accord Sedán Híbrido","1199","Manual","75771","Petrol","5","18.7","2016","30666"
"Accord Sedán Híbrido","1498","Manual","92656","Diesel","5","27.3","2015","30208"
"Accord Sedán Híbrido","1198","Manual","81100","Petrol","5","19.4","2013","30133"
"Accord Sedán Híbrido","1198","Manual","38197","Petrol","5","19.4","2013","30375"
"Accord Sedán Híbrido","1199","Manual","77501","Petrol","5","18.7","2016","30410"
"Accord Sedán Híbrido","1198","Manual","22985","Petrol","5","19.4","2015","30271"
"Accord Sedán Híbrido","1198","Automatic","39220","Petrol","5","16.5","2017","30635"
"Accord Sedán Híbrido","1198","Manual","64411","Petrol","5","19.4","2012","30226"
"Accord Sedán Híbrido","1198","Manual","73916","Petrol","5","19.4","2015","30595"
"Accord Sedán Híbrido","1199","Manual","47077","Petrol","5","18.7","2016","30554"
"Accord Sedán Híbrido","1198","Manual","64742","Petrol","5","19.4","2013","30265"
"Accord Sedán Híbrido","1198","Manual","90802","Petrol","5","19.4","2012","30130"
"Accord Sedán Híbrido","1198","Manual","97335","Petrol","5","19.4","2012","30130"
"Accord Sedán Híbrido","1198","Manual","65453","Petrol","5","19.4","2016","30426"
"Accord Sedán Híbrido","1199","Manual","40073","Petrol","5","18.7","2017","30607"
"Accord Sedán Híbrido","1199","Manual","60442","Petrol","5","18.7","2017","30467"
"Accord Sedán Híbrido","1199","Manual","70235","Petrol","5","18.7","2017","30558"
"Accord Sedán Híbrido","1199","Automatic","13429","Petrol","5","18.2","2016","30410"
"Accord Sedán Híbrido","1199","Manual","78782","Petrol","5","18.7","2016","30530"
"Accord Sedán Híbrido","1199","Automatic","47000","Petrol","5","18.2","2017","30656"
"Accord Sedán Híbrido","1199","Automatic","20739","Petrol","5","17.1","2021","30940"
"Accord Sedán Híbrido","1199","Manual","40327","Petrol","5","18.7","2016","30434"
"Accord Sedán Híbrido","1199","Automatic","60223","Petrol","5","19","2016","30514"
"Accord Sedán Híbrido","1199","Automatic","25000","Petrol","5","19","2016","30450"
"Accord Sedán Híbrido","1199","Automatic","50413","Petrol","5","18.2","2019","30745"
"Accord Sedán Híbrido","1199","Automatic","79575","Petrol","5","19","2017","30404"
"Accord Sedán Híbrido","1199","Automatic","68000","Petrol","5","18.2","2016","30626"
"Accord Sedán Híbrido","1198","Manual","49000","Petrol","5","19.4","2016","30642"
"Accord Sedán Híbrido","1199","Manual","24449","Petrol","5","18.7","2018","30778"
"Accord Sedán Híbrido","1199","Manual","72344","Petrol","5","18.7","2015","30415"
"Accord Sedán Híbrido","1199","Automatic","50000","Petrol","5","19","2016","30610"
"Accord Sedán Híbrido","1199","Automatic","35717","Petrol","5","19","2016","30466"
"Accord Sedán Híbrido","1199","Automatic","24772","Petrol","5","19","2018","30610"
"Accord Sedán Híbrido","1199","Automatic","53256","Petrol","5","17.1","2021","30874"
"Accord Sedán Híbrido","1198","Manual","37810","Petrol","5","16.7","2012","30286"
"Accord Sedán Híbrido","1198","Manual","50000","Petrol","5","19.4","2015","30298"
"Accord Sedán Híbrido","1198","Manual","33574","Petrol","5","19.4","2015","30559"
"Accord Sedán Híbrido","1198","Manual","62731","Petrol","5","19.4","2012","30478"
"Accord Sedán Híbrido","1198","Manual","50000","Petrol","5","19.4","2014","30200"
"Accord Sedán Híbrido","1199","Manual","60000","Petrol","5","18.7","2016","30618"
"Accord Sedán Híbrido","1198","Manual","50000","Petrol","5","16","2010","30138"
"Accord Sedán Híbrido","1199","Automatic","28000","Petrol","5","19","2017","30411"
"Accord Sedán Híbrido","1199","Automatic","60000","Petrol","5","19","2017","30565"
"Accord Sedán Híbrido","1198","Automatic","17646","Petrol","5","16.5","2015","30226"
"Accord Sedán Híbrido","1199","Manual","30400","Petrol","5","18.7","2017","30614"
"Accord Sedán Híbrido","1199","Manual","33152","Petrol","5","18.2","2015","30325"
"Accord Sedán Híbrido","1199","Automatic","24772","Petrol","5","19","2018","30550"
"Accord Sedán Híbrido","1199","Manual","62000","Petrol","5","18.7","2016","30466"
"Accord Sedán Híbrido","1198","Manual","56176","Petrol","5","19.4","2014","30470"
"Accord Sedán Híbrido","1198","Manual","56545","Petrol","5","19.4","2013","30529"
"Accord Sedán Híbrido","1198","Manual","50489","Petrol","5","19.4","2015","30289"
"Accord Sedán Híbrido","1199","Manual","29150","Petrol","5","18.7","2016","30562"
"Accord Sedán Híbrido","1198","Manual","59321","Petrol","5","19.4","2012","30094"
"Accord Sedán Híbrido","1199","Manual","68296","Petrol","5","17.5","2019","30590"
"Accord Sedán Híbrido","1198","Manual","51500","Petrol","5","19.4","2012","30430"
"Accord Sedán Híbrido","1198","Manual","59446","Petrol","5","19.4","2016","30354"
"Accord Sedán Híbrido","1199","Manual","59472","Petrol","5","18.7","2015","30460"
"Accord Sedán Híbrido","1198","Automatic","64480","Petrol","5","16.5","2015","30460"
"Accord Sedán Híbrido","1198","Manual","28460","Petrol","5","19.4","2015","30613"
"Accord Sedán Híbrido","1199","Manual","63777","Petrol","5","18.7","2016","30466"
"Accord Sedán Híbrido","1198","Manual","97114","Petrol","5","19.4","2013","30155"
"Accord Sedán Híbrido","1198","Manual","56042","Petrol","5","19.4","2015","30325"
"Accord Sedán Híbrido","1199","Manual","13540","Petrol","5","18.2","2019","30750"
"Accord Sedán Híbrido","1198","Manual","25217","Petrol","5","19.4","2013","30452"
"Accord Sedán Híbrido","1198","Manual","99665","Petrol","5","19.4","2014","30270"
"Accord Sedán Híbrido","1198","Manual","97943","Petrol","5","16","2010","29830"
"Accord Sedán Híbrido","1199","Manual","53491","Petrol","5","18.7","2017","30537"
"Accord Sedán Híbrido","1198","Manual","60000","Petrol","5","19.4","2012","30130"
"Accord Sedán Híbrido","1198","Manual","62000","Petrol","5","19.4","2014","30130"
"Accord Sedán Híbrido","1198","Manual","75001","Petrol","5","19.4","2012","30142"
"Accord Sedán Híbrido","1199","Manual","72000","Petrol","5","18.7","2017","30467"
"Accord Sedán Híbrido","1199","Automatic","48000","Petrol","5","18.2","2017","30719"
"Accord Sedán Híbrido","1198","Manual","79000","Petrol","5","16","2010","30208"
"Accord Sedán Híbrido","1199","Manual","43000","Petrol","5","18.7","2015","30379"
"Accord Sedán Híbrido","1199","Automatic","72000","Petrol","5","19","2017","30670"
"Accord Sedán Híbrido","1498","Manual","120000","Diesel","5","27.3","2015","30271"
"Accord Sedán Híbrido","1198","Manual","80000","Petrol","5","19.4","2013","30078"
"Accord Sedán Híbrido","1198","Manual","100000","Petrol","5","16.7","2009","29890"
"Accord Sedán Híbrido","1198","Manual","70000","Petrol","5","19.4","2012","30466"
"Accord Sedán Híbrido","1198","Manual","70000","Petrol","5","18.5","2016","30618"
"Accord Sedán Híbrido","1199","Manual","60000","Petrol","5","18.7","2017","30733"
"Accord Sedán Híbrido","1199","Automatic","21319","Petrol","5","18.2","2018","30580"
"Accord Sedán Híbrido","1198","Manual","70775","Petrol","5","19.4","2013","30320"
"Accord Sedán Híbrido","1199","Automatic","45000","Petrol","5","18.2","2017","30453"
"Accord Sedán Híbrido","1198","Automatic","22000","Petrol","5","16.5","2017","30551"
"Accord Sedán Híbrido","1198","Manual","65200","Petrol","5","19.4","2013","30078"
"Accord Sedán Híbrido","1198","Manual","71067","Petrol","5","19.4","2013","30507"
"Accord Sedán Híbrido","1198","Manual","21000","Petrol","5","19.4","2014","30500"
"Accord Sedán Híbrido","1199","Manual","43000","Petrol","5","18.7","2016","30370"
"Accord Sedán Híbrido","1199","Automatic","21000","Petrol","5","19","2017","30593"
"Accord Sedán Híbrido","1199","Manual","33000","Petrol","5","18.7","2016","30418"
"Accord Sedán Híbrido","1198","Manual","49121","Petrol","5","19.4","2016","30418"
"Accord Sedán Híbrido","1198","Automatic","60526","Petrol","5","16.5","2012","30082"
"Accord Sedán Híbrido","1199","Manual","10000","Petrol","5","17.5","2019","30730"
"Accord Sedán Híbrido","1199","Manual","72596","Petrol","5","18.7","2015","30595"
"Accord Sedán Híbrido","1198","Automatic","27000","Petrol","5","16.5","2015","30397"
"Accord Sedán Híbrido","1199","Automatic","28737","Petrol","5","18.2","2019","30730"
"Accord Sedán Híbrido","1199","Automatic","13512","Petrol","5","18.2","2020","30734"
"Accord Sedán Híbrido","1199","Automatic","49000","Petrol","5","18.2","2016","30474"
"Accord Sedán Híbrido","1199","Manual","35302","Petrol","5","18.7","2016","30530"
"Accord Sedán Híbrido","1198","Manual","26633","Petrol","5","18.5","2018","30706"
"Accord Sedán Híbrido","1199","Manual","29000","Petrol","5","18.7","2018","30646"
"Accord Sedán Híbrido","1199","Manual","39452","Petrol","5","18.7","2017","30495"
"Accord Sedán Híbrido","1199","Manual","36465","Petrol","5","18.7","2017","30439"
"Accord Sedán Híbrido","1198","Automatic","65000","Petrol","5","16.5","2014","30290"
"Accord Sedán Híbrido","1199","Manual","71165","Petrol","5","18.7","2018","30694"
"Accord Sedán Híbrido","1198","Manual","80000","Petrol","5","19.4","2013","30408"
"Accord Sedán Híbrido","1198","Manual","34700","Petrol","5","19.4","2013","30122"
"Accord Sedán Híbrido","1198","Automatic","29000","Petrol","5","16.5","2015","30622"
"Accord Sedán Híbrido","1199","Manual","65888","Petrol","5","18.7","2016","30306"
"Accord Sedán Híbrido","1498","Manual","79000","Diesel","5","27.3","2016","30290"
"Accord Sedán Híbrido","1198","Manual","50670","Petrol","5","19.4","2014","30300"
"Accord Sedán Híbrido","1198","Manual","94989","Petrol","5","19.4","2012","30202"
"Accord Sedán Híbrido","1498","Manual","101883","Diesel","5","27.3","2018","30760"
"Accord Sedán Híbrido","1199","Manual","87000","Petrol","5","18.7","2016","30642"
"Accord Sedán Híbrido","1199","Automatic","35000","Petrol","5","18.2","2019","30680"
"Accord Sedán Híbrido","1198","Manual","41879","Petrol","5","19.4","2012","30298"
"Accord Sedán Híbrido","1199","Manual","29000","Petrol","5","18.7","2017","30628"
"Accord Sedán Híbrido","1199","Manual","25802","Petrol","5","17.1","2021","30859"
"Accord Sedán Híbrido","1198","Manual","65394","Petrol","5","19.4","2015","30514"
"Accord Sedán Híbrido","1198","Manual","64000","Petrol","5","19.4","2012","30046"
"Accord Sedán Híbrido","1198","Manual","25000","Petrol","5","18.5","2017","30621"
"Accord Sedán Híbrido","1199","Manual","46000","Petrol","5","18.7","2018","30652"
"Odyssey Minivan","1498","Manual","120000","Diesel","7","25.6","2017","30446"
"Odyssey Minivan","1498","Manual","120000","Diesel","7","25.8","2013","30276"
"Odyssey Minivan","1498","Manual","120000","Diesel","7","26","2014","30510"
"Odyssey Minivan","1498","Manual","150000","Diesel","7","27.4","2016","30362"
"Odyssey Minivan","1498","Manual","150000","Diesel","7","27.4","2016","30682"
"Odyssey Minivan","1498","Manual","40680","Diesel","7","24.7","2021","30835"
"Odyssey Minivan","1498","Manual","80000","Diesel","7","25.8","2015","30559"
"Odyssey Minivan","1498","Manual","90000","Diesel","7","26","2017","30691"
"Odyssey Minivan","1498","Manual","114431","Diesel","7","25.8","2018","30706"
"Odyssey Minivan","1498","Manual","70000","Diesel","7","25.6","2018","30490"
"Odyssey Minivan","1498","Manual","80000","Diesel","7","26","2014","30380"
"Odyssey Minivan","1498","Manual","51059","Diesel","7","26","2015","30343"
"Odyssey Minivan","1498","Manual","120913","Diesel","7","25.1","2014","30280"
"Odyssey Minivan","1498","Manual","120000","Diesel","7","25.8","2013","30430"
"Odyssey Minivan","1498","Manual","50000","Diesel","7","26","2015","30235"
"Odyssey Minivan","1498","Manual","40000","Diesel","7","26","2014","30170"
"Odyssey Minivan","1498","Manual","90000","Diesel","7","25.1","2014","30380"
"Odyssey Minivan","1498","Manual","78805","Diesel","7","25.8","2013","30529"
"Odyssey Minivan","1498","Manual","100695","Diesel","7","26","2015","30568"
"Odyssey Minivan","1498","Manual","41105","Diesel","7","25.8","2015","30460"
"Odyssey Minivan","1498","Manual","90000","Diesel","7","26","2014","30300"
"Odyssey Minivan","1498","Manual","80000","Diesel","7","25.8","2018","30628"
"Odyssey Minivan","1498","Manual","100000","Diesel","7","27.4","2016","30506"
"Odyssey Minivan","1498","Manual","80000","Diesel","7","26","2014","30380"
"Odyssey Minivan","1498","Manual","80607","Diesel","7","26","2014","30470"
"Odyssey Minivan","1498","Manual","75975","Diesel","7","25.8","2015","30280"
"Odyssey Minivan","1498","Manual","102707","Diesel","7","26","2015","30541"
"Odyssey Minivan","1498","Manual","81285","Diesel","7","25.1","2014","30280"
"Odyssey Minivan","1498","Manual","69236","Diesel","7","25.6","2018","30760"
"Odyssey Minivan","1498","Manual","72451","Diesel","7","25.8","2014","30170"
"Odyssey Minivan","1498","Manual","51800","Diesel","7","25.1","2014","30350"
"Odyssey Minivan","1498","Manual","76000","Diesel","7","26","2014","30390"
"Odyssey Minivan","1498","Manual","66000","Diesel","7","25.8","2017","30446"
"Odyssey Minivan","1498","Manual","85000","Diesel","7","26","2017","30481"
"Odyssey Minivan","1498","Manual","120000","Diesel","7","26","2015","30523"
"Odyssey Minivan","1498","Manual","99103","Diesel","7","25.8","2014","30420"
"Odyssey Minivan","1498","Manual","102684","Diesel","7","26","2014","30520"
"Odyssey Minivan","1498","Manual","80000","Diesel","7","25.1","2014","30110"
"Odyssey Minivan","1498","Manual","50000","Diesel","7","25.8","2013","30045"
"Odyssey Minivan","1498","Manual","68000","Diesel","7","26","2015","30406"
"Odyssey Minivan","1498","Manual","45000","Diesel","7","26","2015","30613"
"Odyssey Minivan","1498","Manual","41000","Diesel","7","25.1","2015","30208"
"Odyssey Minivan","1498","Manual","52000","Diesel","7","25.8","2015","30595"
"Odyssey Minivan","1498","Manual","48000","Diesel","7","26","2014","30400"
"Odyssey Minivan","1498","Manual","65000","Diesel","7","26","2017","30698"
"Odyssey Minivan","1498","Manual","65000","Diesel","7","25.8","2013","30243"
"Odyssey Minivan","1498","Manual","44200","Diesel","7","26","2014","30240"
"Odyssey Minivan","1498","Manual","55155","Diesel","7","26","2015","30577"
"Odyssey Minivan","1498","Manual","42000","Diesel","7","25.1","2015","30271"
"Odyssey Minivan","1498","Manual","46940","Diesel","7","27.4","2016","30522"
"Odyssey Minivan","1498","Manual","55000","Diesel","7","26","2014","30230"
"Odyssey Minivan","1498","Manual","65000","Diesel","7","26","2017","30691"
"Odyssey Minivan","1498","Manual","64400","Diesel","7","26","2014","30410"
"Odyssey Minivan","1498","Manual","49000","Diesel","7","25.6","2018","30718"
"Odyssey Minivan","1498","Manual","120000","Diesel","7","26","2014","30220"
"Odyssey Minivan","1498","Manual","110000","Diesel","7","25.1","2015","30451"
"Odyssey Minivan","1498","Manual","110000","Diesel","7","26","2014","30190"
"Odyssey Minivan","1498","Manual","107239","Diesel","7","25.6","2017","30418"
"Odyssey Minivan","1498","Manual","80000","Diesel","7","25.8","2018","30520"
"Odyssey Minivan","1498","Manual","120000","Diesel","7","25.1","2014","30350"
"Odyssey Minivan","1498","Manual","127840","Diesel","7","25.8","2013","30342"
"Odyssey Minivan","1498","Manual","91000","Diesel","7","26","2014","30150"
"Odyssey Minivan","1498","Automatic","74000","Diesel","7","21","2019","30685"
"Odyssey Minivan","1498","Manual","91000","Diesel","7","25.8","2017","30572"
"Odyssey Minivan","1498","Manual","53000","Diesel","7","25.8","2020","30826"
"Odyssey Minivan","1498","Manual","58000","Diesel","7","24.7","2016","30626"
"Odyssey Minivan","1498","Manual","55000","Diesel","7","26","2014","30220"
"Odyssey Minivan","1498","Manual","72000","Diesel","7","25.8","2014","30570"
"Odyssey Minivan","1498","Manual","50000","Diesel","7","26","2016","30618"
"Odyssey Minivan","1498","Manual","50000","Diesel","7","25.6","2019","30765"
"Odyssey Minivan","1498","Manual","77000","Diesel","7","25.8","2018","30544"
"Odyssey Minivan","1498","Manual","119887","Diesel","7","26","2015","30334"
"Odyssey Minivan","1498","Automatic","65675","Diesel","7","23.8","2018","30730"
"Odyssey Minivan","1498","Manual","108513","Diesel","7","25.8","2013","30155"
"Odyssey Minivan","1498","Automatic","54408","Diesel","7","23.8","2018","30508"
"Odyssey Minivan","1498","Manual","91773","Diesel","7","24.7","2015","30604"
"Odyssey Minivan","1498","Manual","67130","Diesel","7","24.7","2015","30541"
"Odyssey Minivan","1498","Manual","51438","Diesel","7","25.8","2014","30430"
"Odyssey Minivan","1498","Manual","54186","Diesel","7","25.8","2014","30450"
"Odyssey Minivan","1498","Manual","30127","Diesel","7","24.7","2020","30814"
"Odyssey Minivan","1498","Manual","67905","Diesel","7","25.8","2013","30045"
"Odyssey Minivan","1498","Manual","105781","Diesel","7","25.8","2014","30380"
"Odyssey Minivan","1498","Manual","116648","Diesel","7","25.8","2014","30160"
"Odyssey Minivan","1498","Automatic","16787","Diesel","7","21","2019","30800"
"Odyssey Minivan","1498","Manual","158945","Diesel","7","24.7","2013","30287"
"Odyssey Minivan","1498","Manual","143185","Diesel","7","25.8","2014","30320"
"Odyssey Minivan","1498","Manual","67905","Diesel","7","25.8","2013","30375"
"Odyssey Minivan","1498","Manual","43570","Diesel","7","27.4","2019","30625"
"Odyssey Minivan","1498","Automatic","33000","Diesel","7","21","2019","30765"
"Odyssey Minivan","1498","Manual","116413","Diesel","7","25.8","2014","30420"
"Odyssey Minivan","1498","Manual","52944","Diesel","7","26","2015","30325"
"Odyssey Minivan","1498","Manual","60000","Diesel","7","24.7","2020","30730"
"Odyssey Minivan","1498","Manual","60639","Diesel","7","24.7","2021","30868"
"Odyssey Minivan","1498","Manual","120000","Diesel","7","25.1","2015","30316"
"Odyssey Minivan","1498","Manual","90000","Diesel","7","25.6","2019","30780"
"Odyssey Minivan","1498","Automatic","70000","Diesel","7","23.8","2019","30610"
"Odyssey Minivan","1498","Manual","50000","Diesel","7","25.8","2014","30220"
"Odyssey Minivan","1498","Manual","80000","Diesel","7","25.6","2018","30634"
"Odyssey Minivan","1498","Manual","77000","Diesel","7","26","2015","30334"
"Odyssey Minivan","1498","Manual","71000","Diesel","7","25.8","2013","30001"
"Odyssey Minivan","1498","Automatic","71000","Diesel","7","23.8","2019","30625"
"Odyssey Minivan","1498","Manual","79000","Diesel","7","25.8","2013","30441"
"Odyssey Minivan","1498","Manual","63000","Diesel","7","24.7","2018","30784"
"Odyssey Minivan","1498","Manual","82000","Diesel","7","25.8","2014","30420"
"Odyssey Minivan","1498","Manual","100000","Diesel","7","26","2015","30361"
"Odyssey Minivan","1498","Manual","22310","Diesel","7","24.1","2022","30928"
"Odyssey Minivan","1498","Manual","90096","Diesel","7","26","2015","30253"
"Odyssey Minivan","1498","Manual","120000","Diesel","7","25.8","2018","30562"
"Odyssey Minivan","1498","Manual","60000","Diesel","7","25.8","2018","30784"
"Odyssey Minivan","1498","Manual","120000","Diesel","7","25.8","2014","30480"
"Odyssey Minivan","1498","Manual","110000","Diesel","7","25.8","2018","30712"
"Odyssey Minivan","1498","Manual","90102","Diesel","7","26","2014","30400"
"Odyssey Minivan","1498","Automatic","20000","Diesel","7","23.8","2019","30730"
"Odyssey Minivan","1498","Automatic","20000","Diesel","7","23.8","2019","30800"
"Odyssey Minivan","1498","Manual","60000","Diesel","7","25.1","2014","30190"
"Odyssey Minivan","1498","Manual","20000","Diesel","7","26","2015","30523"
"Odyssey Minivan","1498","Manual","117189","Diesel","7","25.1","2014","30200"
"Odyssey Minivan","1498","Manual","85411","Diesel","7","25.8","2013","30320"
"Odyssey Minivan","1498","Manual","107553","Diesel","7","27.4","2016","30322"
"Odyssey Minivan","1498","Manual","45134","Diesel","7","25.8","2013","30441"
"Odyssey Minivan","1498","Manual","77000","Diesel","7","26","2014","30390"
"Odyssey Minivan","1498","Manual","35548","Diesel","7","25.8","2019","30640"
"Odyssey Minivan","1498","Manual","33100","Diesel","7","25.8","2018","30550"
"Odyssey Minivan","1498","Manual","63000","Diesel","7","27.4","2018","30598"
"Odyssey Minivan","1498","Manual","102337","Diesel","7","25.8","2013","30001"
"Odyssey Minivan","1498","Manual","87100","Diesel","7","26","2016","30650"
"Odyssey Minivan","1498","Manual","90000","Diesel","7","25.8","2014","30330"
"Odyssey Minivan","1498","Manual","90000","Diesel","7","26","2014","30280"
"Odyssey Minivan","1498","Manual","80000","Diesel","7","25.8","2013","30067"
"Odyssey Minivan","1498","Manual","85489","Diesel","7","25.8","2014","30180"
"Odyssey Minivan","1498","Manual","65660","Diesel","7","25.8","2015","30271"
"Odyssey Minivan","1498","Manual","102082","Diesel","7","25.8","2013","30067"
"Odyssey Minivan","1498","Manual","156578","Diesel","7","26","2014","30580"
"Odyssey Minivan","1498","Manual","59030","Diesel","7","26","2017","30495"
"Odyssey Minivan","1498","Manual","80000","Diesel","7","25.8","2014","30490"
"Odyssey Minivan","1498","Manual","110000","Diesel","7","26","2016","30490"
"Odyssey Minivan","1498","Manual","38006","Diesel","7","25.8","2013","30100"
"Odyssey Minivan","1498","Manual","80000","Diesel","7","25.8","2014","30340"
"Odyssey Minivan","1498","Manual","120409","Diesel","7","26","2017","30705"
"Odyssey Minivan","1498","Manual","22866","Diesel","7","27.4","2019","30605"
"Odyssey Minivan","1498","Manual","40000","Diesel","7","24.7","2020","30802"
"Odyssey Minivan","1498","Manual","60000","Diesel","7","26","2016","30362"
"Odyssey Minivan","1498","Manual","77710","Diesel","7","25.8","2014","30210"
"Odyssey Minivan","1498","Manual","86176","Diesel","7","25.8","2013","30265"
"Odyssey Minivan","1498","Manual","95389","Diesel","7","26","2014","30490"
"Odyssey Minivan","1498","Automatic","54985","Diesel","7","23.8","2019","30650"
"Odyssey Minivan","1498","Manual","94470","Diesel","7","25.8","2013","30221"
"Odyssey Minivan","1498","Automatic","60000","Diesel","7","23.8","2019","30795"
"Odyssey Minivan","1498","Manual","120000","Diesel","7","25.6","2017","30712"
"Odyssey Minivan","1498","Manual","150000","Diesel","7","25.8","2013","30210"
"Odyssey Minivan","1498","Manual","150000","Diesel","7","25.8","2013","30122"
"Odyssey Minivan","1498","Automatic","47000","Diesel","7","21","2018","30562"
"Odyssey Minivan","1498","Manual","38000","Diesel","7","25.6","2017","30607"
