"Tipo Vehículo","Capacidad en Centrimetros Cubicos","Tipo de Transmisión","Kilometros Recorridos","Tipo Combustible","Asientos","Consumo de Combustible en Kilometros por litro","Año Modelo","Valor de Reventa"
"Accord Sedán","1497","Automatic","89547","Petrol","5","17.4","2019","19925"
"Accord Sedán","1497","Manual","47146","Petrol","5","17","2017","19706"
"Accord Sedán","1497","Manual","71887","Petrol","5","17.4","2015","19819"
"Accord Sedán","1497","Manual","58416","Petrol","5","17.4","2019","20035"
"Accord Sedán","1497","Manual","90530","Petrol","5","17","2014","19640"
"Accord Sedán","1199","Manual","63860","Petrol","5","18.6","2014","19420"
"Accord Sedán","1199","Manual","47057","Petrol","5","19.5","2018","19948"
"Accord Sedán","1497","Manual","50521","Petrol","5","17.4","2014","19600"
"Accord Sedán","1497","Manual","200300","Petrol","5","17","2014","19590"
"Accord Sedán","1498","Manual","45568","Petrol","5","18.6","2021","20152"
"Accord Sedán","1497","Manual","4135","Petrol","5","17.4","2022","20150"
"Accord Sedán","1199","Manual","33379","Petrol","5","18.6","2018","20044"
"Accord Sedán","1493","Manual","89609","Petrol","5","16","2019","19985"
"Accord Sedán","1497","Manual","114883","Petrol","5","17.4","2015","19477"
"Accord Sedán","1199","Manual","8963","Petrol","5","18.6","2021","20161"
"Accord Sedán","1199","Automatic","3228","Petrol","5","18.1","2018","19756"
"Accord Sedán","1497","Manual","45939","Petrol","5","17.4","2016","19622"
"Accord Sedán","1198","Manual","73301","Petrol","5","18","2015","19486"
"Accord Sedán","1198","Automatic","71830","Petrol","5","15.5","2015","19666"
"Accord Sedán","1199","Manual","14195","Petrol","5","18.6","2016","19702"
"Accord Sedán","1199","Automatic","3989","Petrol","5","18.3","2020","20118"
"Accord Sedán","1199","Automatic","4786","Petrol","5","18.3","2020","20066"
"Accord Sedán","1198","Manual","74253","Petrol","5","18","2014","19450"
"Accord Sedán","1497","Automatic","32000","Petrol","5","18","2016","19582"
"Accord Sedán","1497","Automatic","80000","Petrol","5","18","2015","19801"
"Accord Sedán","1198","Manual","43570","Petrol","5","17.8","2019","19980"
"Accord Sedán","1198","Manual","47778","Petrol","5","18","2013","19272"
"Accord Sedán","1497","Manual","90000","Petrol","5","17.7","2008","18750"
"Accord Sedán","1497","Automatic","120000","Petrol","5","16.8","2011","19466"
"Accord Sedán","1199","Manual","11406","Petrol","5","19.5","2019","19925"
"Accord Sedán","1497","Manual","36640","Petrol","5","17.4","2014","19770"
"Accord Sedán","1198","Manual","108107","Petrol","5","18","2015","19513"
"Accord Sedán","1497","Manual","65253","Petrol","5","17.4","2015","19756"
"Accord Sedán","1199","Manual","24008","Petrol","5","18.6","2021","20188"
"Accord Sedán","1497","Manual","10000","Petrol","5","17.8","2016","19830"
"Accord Sedán","1799","Automatic","80000","Petrol","5","13.9","2011","19440"
"Accord Sedán","1497","Automatic","67614","Petrol","5","18","2014","19400"
"Accord Sedán","1497","Automatic","43713","Petrol","5","18","2017","19979"
"Accord Sedán","1493","Automatic","150000","Petrol","5","14.5","2005","18944"
"Accord Sedán","1497","Manual","62466","Petrol","5","17.4","2015","19819"
"Accord Sedán","1497","Manual","80000","Petrol","5","17","2010","19524"
"Accord Sedán","1497","Manual","101274","Petrol","5","17","2010","19608"
"Accord Sedán","1497","Manual","9461","Petrol","5","17.4","2022","20236"
"Accord Sedán","1497","Manual","102048","Petrol","5","17.4","2015","19891"
"Accord Sedán","1199","Manual","39633","Petrol","5","19.5","2019","19990"
"Accord Sedán","1497","Automatic","80000","Petrol","5","16.8","2011","19479"
"Accord Sedán","1799","Automatic","100000","Petrol","5","12.9","2006","18676"
"Accord Sedán","1497","Manual","77141","Petrol","5","17.4","2015","19756"
"Accord Sedán","1497","Manual","50000","Petrol","5","17.4","2015","19873"
"Accord Sedán","1498","Manual","11783","Petrol","5","18.6","2021","20179"
"Accord Sedán","1497","Manual","120000","Petrol","5","17","2010","19426"
"Accord Sedán","1198","Manual","10832","Petrol","5","18","2014","19460"
"Accord Sedán","1498","Automatic","25692","Petrol","5","18.3","2020","20062"
"Accord Sedán","1498","Manual","17622","Petrol","5","18.6","2020","20106"
"Accord Sedán","1498","Automatic","23731","Petrol","5","18.3","2020","20146"
"Accord Sedán","3471","Automatic","80000","Petrol","5","10.7","2009","18925"
"Accord Sedán","1199","Automatic","80000","Petrol","5","18.1","2018","20020"
"Accord Sedán","1497","Automatic","76320","Petrol","5","18","2017","19699"
"Accord Sedán","1497","Manual","52877","Petrol","5","17.4","2015","19819"
"Accord Sedán","1198","Manual","18547","Petrol","5","18","2013","19602"
"Accord Sedán","1497","Manual","69289","Petrol","5","17.8","2017","19839"
"Accord Sedán","1799","Manual","90000","Petrol","5","13.5","2009","19420"
"Accord Sedán","1497","Manual","120000","Petrol","5","17.7","2007","19364"
"Accord Sedán","1497","Manual","55353","Petrol","5","17.8","2016","19782"
"Accord Sedán","1497","Automatic","36518","Petrol","5","18","2018","19930"
"Accord Sedán","1497","Automatic","37149","Petrol","5","18","2015","19558"
"Accord Sedán","1497","Automatic","53183","Petrol","5","18","2014","19640"
"Accord Sedán","1497","Manual","269782","Petrol","5","17","2011","19596"
"Accord Sedán","1497","Manual","77267","Petrol","5","16.8","2012","19162"
"Accord Sedán","1497","Manual","60862","Petrol","5","16.8","2012","19426"
"Accord Sedán","1498","Automatic","16771","Petrol","5","18.3","2022","20158"
"Accord Sedán","1497","Manual","51388","Petrol","5","17.4","2015","19468"
"Accord Sedán","1199","Automatic","23990","Petrol","5","19","2018","19840"
"Accord Sedán","1497","Automatic","43856","Petrol","5","15.6","2012","19294"
"Accord Sedán","1497","Automatic","98758","Petrol","5","16.8","2011","19141"
"Accord Sedán","1799","Automatic","40972","Petrol","5","16.5","2019","19905"
"Accord Sedán","1198","Manual","14799","Petrol","5","18","2016","19814"
"Accord Sedán","2354","Automatic","67818","Petrol","5","11.7","2010","19258"
"Accord Sedán","1497","Manual","73562","Petrol","5","17.4","2014","19820"
"Accord Sedán","1199","Manual","4614","Petrol","5","18.6","2021","20086"
"Accord Sedán","1199","Manual","45483","Petrol","5","18.6","2022","20152"
"Accord Sedán","1799","Automatic","75000","Petrol","5","12.9","2009","19555"
"Accord Sedán","1497","Manual","48475","Petrol","5","17","2009","19405"
"Accord Sedán","1497","Automatic","83831","Petrol","5","16.8","2013","19602"
"Accord Sedán","1497","Manual","92974","Petrol","5","16.8","2016","19886"
"Accord Sedán","1497","Manual","35606","Petrol","5","17.4","2018","19996"
"Accord Sedán","1497","Automatic","97000","Petrol","5","16.8","2008","19310"
"Accord Sedán","1497","Manual","142643","Petrol","5","17","2009","19465"
"Accord Sedán","1497","Manual","135789","Petrol","5","17","2011","19063"
"Accord Sedán","1497","Automatic","24000","Petrol","5","18","2016","19550"
"Accord Sedán","1497","Manual","72000","Petrol","5","17.8","2015","19801"
"Accord Sedán","1498","Manual","5590","Petrol","5","18.6","2021","20089"
"Accord Sedán","1497","Automatic","17200","Petrol","5","17.4","2019","20090"
"Accord Sedán","1497","Manual","47000","Petrol","5","17.4","2017","19979"
"Accord Sedán","1199","Manual","36000","Petrol","5","18.6","2019","20010"
"Accord Sedán","1497","Manual","87000","Petrol","5","17.8","2016","19790"
"Accord Sedán","1198","Manual","16500","Petrol","5","18","2015","19531"
"Accord Sedán","1199","Manual","40500","Petrol","5","19.5","2019","19895"
"Accord Sedán","1497","Manual","66000","Petrol","5","17","2011","19141"
"Accord Sedán","1497","Manual","72000","Petrol","5","17","2011","19440"
"Accord Sedán","1198","Manual","77000","Petrol","5","17.8","2018","19894"
"Accord Sedán","1497","Manual","55016","Petrol","5","17","2010","19566"
"Accord Sedán","1497","Manual","37000","Petrol","5","17.4","2018","20026"
"Accord Sedán","1498","Automatic","13662","Petrol","5","18.3","2022","20220"
"Accord Sedán","1497","Manual","45000","Petrol","5","17.4","2018","19966"
"Accord Sedán","1497","Manual","44000","Petrol","5","17.4","2021","20158"
"Accord Sedán","1497","Automatic","68000","Petrol","5","18","2015","19855"
"Accord Sedán","1497","Manual","40000","Petrol","5","17.8","2017","19769"
"Accord Sedán","1497","Manual","73000","Petrol","5","17","2009","19090"
"Accord Sedán","1799","Automatic","77000","Petrol","5","13.9","2012","19666"
"Accord Sedán","1497","Automatic","58500","Petrol","5","18","2016","19894"
"Accord Sedán","1497","Manual","73000","Petrol","5","17","2009","19135"
"Accord Sedán","1497","Manual","69000","Petrol","5","17.8","2017","19902"
"Accord Sedán","1497","Automatic","80000","Petrol","5","18","2014","19500"
"Accord Sedán","2354","Automatic","92000","Petrol","5","10.2","2010","19468"
"Accord Sedán","2354","Automatic","91000","Petrol","5","10.2","2010","19146"
"Accord Sedán","1497","Manual","48572","Petrol","5","17.4","2015","19666"
"Accord Sedán","1498","Manual","18800","Petrol","5","18.6","2021","20077"
"Accord Sedán","1497","Manual","89205","Petrol","5","16.8","2013","19624"
"Accord Sedán","1497","Manual","124781","Petrol","5","17.4","2014","19630"
"Accord Sedán","1199","Manual","37566","Petrol","5","19.5","2019","20045"
"Accord Sedán","1199","Manual","81854","Petrol","5","19.5","2018","19786"
"Accord Sedán","1497","Manual","70000","Petrol","5","16.9","2008","19470"
"Accord Sedán","1198","Manual","76438","Petrol","5","18","2015","19693"
"Accord Sedán","1198","Manual","74385","Petrol","5","18","2015","19450"
"Accord Sedán","1498","Automatic","24163","Petrol","5","18.4","2020","20090"
"Accord Sedán","1497","Manual","70000","Petrol","5","17.4","2020","19990"
"Accord Sedán","1497","Manual","40000","Petrol","5","17.8","2017","19944"
"Accord Sedán","1497","Manual","40000","Petrol","5","17.8","2017","19720"
"Accord Sedán","1198","Manual","100000","Petrol","5","18","2014","19700"
"Accord Sedán","1198","Manual","100000","Petrol","5","18","2014","19680"
"Accord Sedán","1199","Automatic","31289","Petrol","5","18.1","2018","20044"
"Accord Sedán","1198","Manual","20000","Petrol","5","17.8","2018","19852"
"Accord Sedán","1497","Manual","60000","Petrol","5","17","2011","19310"
"Accord Sedán","1497","Automatic","20000","Petrol","5","18","2018","19990"
"Accord Sedán","1497","Manual","69791","Petrol","5","17.4","2015","19540"
"Accord Sedán","1497","Manual","87335","Petrol","5","17.8","2016","19638"
"Accord Sedán","1498","Automatic","96940","Petrol","5","18.4","2019","20015"
"Accord Sedán","1498","Automatic","30000","Petrol","5","26.5","2022","20184"
"Accord Sedán","1199","Manual","40000","Petrol","5","18.6","2021","20194"
"Accord Sedán","1199","Automatic","50385","Petrol","5","18.3","2020","20042"
"Accord Sedán","1497","Manual","83446","Petrol","5","16.8","2013","19789"
"Accord Sedán","1497","Manual","120000","Petrol","5","17","2011","19414"
"Accord Sedán","1199","Manual","54042","Petrol","5","19.5","2019","19860"
"Accord Sedán","1497","Manual","94141","Petrol","5","16.8","2013","19536"
"Accord Sedán","1497","Automatic","62015","Petrol","5","18","2014","19350"
"Accord Sedán","1199","Automatic","19624","Petrol","5","19","2019","19900"
"Accord Sedán","1498","Automatic","64402","Petrol","5","18.4","2021","20071"
"Accord Sedán","1497","Manual","89619","Petrol","5","16.8","2012","19606"
"Accord Sedán","1497","Manual","116956","Petrol","5","16.8","2012","19306"
"Accord Sedán","1799","Manual","80000","Petrol","5","13.5","2008","19454"
"Accord Sedán","1799","Manual","80000","Petrol","5","13.5","2008","19198"
"Accord Sedán","1497","Manual","105746","Petrol","5","16.8","2013","19591"
"Accord Sedán","2354","Manual","100000","Petrol","5","11.9","2006","19198"
"Accord Sedán","1497","Manual","79980","Petrol","5","17","2010","19300"
"Accord Sedán","1198","Manual","52597","Petrol","5","18","2014","19360"
"Accord Sedán","1199","Manual","56242","Petrol","5","19.5","2017","19741"
"Accord Sedán","1799","Manual","120000","Petrol","5","13.5","2010","19608"
"Accord Sedán","1497","Manual","53326","Petrol","5","17.8","2016","19870"
"Accord Sedán","1497","Manual","88289","Petrol","5","16.8","2012","19174"
"Accord Sedán","2354","Manual","90000","Petrol","5","11.9","2005","18792"
"Accord Sedán","1497","Automatic","120000","Petrol","5","18","2014","19420"
"Accord Sedán","1498","Manual","10000","Petrol","5","18.6","2022","20174"
"Accord Sedán","1498","Manual","11249","Petrol","5","18.6","2020","19954"
"Accord Sedán","1498","Automatic","12992","Petrol","5","18.3","2021","20149"
"Accord Sedán","1199","Manual","35849","Petrol","5","19.5","2018","19834"
"Accord Sedán","1799","Manual","73000","Petrol","5","13.5","2010","19034"
"Accord Sedán","1497","Manual","117824","Petrol","5","16.8","2011","19466"
"Accord Sedán","1498","Manual","20523","Petrol","5","18.6","2021","20152"
"Accord Sedán","1497","Automatic","41200","Petrol","5","18","2015","19693"
"Accord Sedán","1497","Automatic","66000","Petrol","5","18","2014","19660"
"Accord Sedán","1198","Manual","35000","Petrol","5","17.8","2017","19965"
"Accord Sedán","1497","Manual","78000","Petrol","5","16.8","2009","19525"
"Accord Sedán","1497","Manual","76355","Petrol","5","17.4","2019","19980"
"Accord Sedán","1497","Manual","49084","Petrol","5","17.8","2016","19878"
"Accord Sedán","1497","Manual","22500","Petrol","5","17.4","2021","20077"
"Accord Sedán","1199","Automatic","22125","Petrol","5","18.3","2021","20083"
"Accord Sedán","1199","Manual","19100","Petrol","5","19.5","2019","20015"
"Accord Sedán","1497","Automatic","15737","Petrol","5","17.4","2022","20174"
"Accord Sedán","1497","Automatic","60000","Petrol","5","18","2014","19460"
"Accord Sedán","1199","Automatic","63800","Petrol","5","19","2019","19980"
"Accord Sedán","1199","Automatic","80000","Petrol","5","18.3","2016","19790"
"Accord Sedán","1497","Manual","68900","Petrol","5","17.4","2018","19762"
"Accord Sedán","1497","Manual","80000","Petrol","5","17","2011","19570"
"Accord Sedán","1497","Automatic","107895","Petrol","5","15.6","2012","19174"
"Accord Sedán","1497","Manual","40000","Petrol","5","17.4","2020","19982"
"Accord Sedán","1498","Manual","37838","Petrol","5","18.6","2021","20167"
"Accord Sedán","1198","Manual","64134","Petrol","5","18","2016","19622"
"Accord Sedán","1497","Automatic","74169","Petrol","5","18","2015","19828"
"Accord Sedán","1199","Automatic","40000","Petrol","5","19","2019","20065"
"Accord Sedán","1199","Manual","14961","Petrol","5","18.6","2020","20054"
"Accord Sedán","1497","Manual","10000","Petrol","5","17.4","2022","20232"
"Accord Sedán","1198","Manual","33894","Petrol","5","18","2015","19468"
"Accord Sedán","1497","Automatic","31071","Petrol","5","18","2018","19828"
"Accord Sedán","1497","Manual","23086","Petrol","5","17.4","2019","19970"
"Accord Sedán","1497","Manual","60000","Petrol","5","16.8","2010","19034"
"Accord Sedán","1199","Automatic","30000","Petrol","5","18.3","2022","20180"
"Accord Sedán","1198","Manual","104427","Petrol","5","18","2016","19590"
"Accord Sedán","1497","Automatic","70000","Petrol","5","18","2014","19610"
"Accord Sedán","1497","Manual","100759","Petrol","5","17","2010","19650"
"Accord Sedán","1497","Manual","52927","Petrol","5","17.4","2014","19710"
"Accord Sedán","1497","Manual","20650","Petrol","5","17.4","2014","19790"
"Accord Sedán","1199","Manual","55561","Petrol","5","19.5","2018","20008"
"Accord Sedán","1497","Automatic","96920","Petrol","5","18","2015","19621"
"Accord Sedán","1497","Manual","111686","Petrol","5","17","2011","19544"
"Accord Sedán","1497","Automatic","99520","Petrol","5","15.6","2011","19258"
"Accord Sedán","1199","Manual","31433","Petrol","5","19.5","2017","19825"
"Accord Sedán","1497","Manual","76765","Petrol","5","17","2010","19034"
"Accord Sedán","1199","Automatic","54426","Petrol","5","19","2018","19780"
"Accord Sedán","1198","Manual","43412","Petrol","5","18","2015","19603"
"Accord Sedán","1199","Manual","29147","Petrol","5","19.5","2019","20050"
"Accord Sedán","1497","Manual","80127","Petrol","5","17","2009","19495"
"Accord Sedán","1498","Automatic","11905","Petrol","5","18.3","2021","20104"
"Accord Sedán","1497","Manual","105662","Petrol","5","17.4","2014","19350"
"Accord Sedán","1199","Manual","16029","Petrol","5","18.6","2021","20083"
"Accord Sedán","1497","Manual","22801","Petrol","5","17.4","2019","19975"
"Accord Sedán","1497","Manual","49706","Petrol","5","17.8","2016","19926"
"Accord Sedán","1497","Manual","83813","Petrol","5","17","2010","19524"
"Accord Sedán","1497","Manual","46397","Petrol","5","17.4","2015","19684"
"Accord Sedán","1497","Manual","77880","Petrol","5","17","2009","19315"
"Accord Sedán","1497","Manual","73236","Petrol","5","17","2009","19600"
"Accord Sedán","1497","Manual","88332","Petrol","5","17.7","2007","18769"
"Accord Sedán","1198","Manual","67148","Petrol","5","18","2013","19558"
"Accord Sedán","1497","Manual","43602","Petrol","5","17.4","2018","19978"
"Accord Sedán","1497","Manual","64000","Petrol","5","17","2011","19557"
"Accord Sedán","1497","Automatic","30000","Petrol","5","18","2019","20080"
"Accord Sedán","1198","Manual","31000","Petrol","5","17.8","2018","19918"
"Accord Sedán","1498","Automatic","40000","Petrol","5","18.3","2021","20170"
"Accord Sedán","1498","Manual","36000","Petrol","5","18.6","2020","20038"
"Accord Sedán","1498","Manual","13000","Petrol","5","18.6","2022","20182"
"Accord Sedán","1198","Manual","53000","Petrol","5","18","2015","19774"
"Accord Sedán","1497","Manual","52000","Petrol","5","17.4","2017","19720"
"Accord Sedán","1497","Manual","41405","Petrol","5","16.8","2019","19955"
"Accord Sedán","1497","Manual","85542","Petrol","5","16.8","2019","20035"
"Accord Sedán","1497","Manual","60000","Petrol","5","17.8","2016","19838"
"Accord Sedán","1498","Automatic","40000","Petrol","5","18.3","2020","20054"
"Accord Sedán","1198","Manual","8300","Petrol","5","17.8","2017","19776"
"Accord Sedán","1497","Automatic","19500","Petrol","5","18","2021","20167"
"Accord Sedán","1198","Manual","56000","Petrol","5","18","2013","19734"
"Accord Sedán","1498","Automatic","39000","Petrol","5","18.4","2018","19906"
"Accord Sedán","1198","Manual","42004","Petrol","5","17.8","2017","19685"
"Accord Sedán","1198","Manual","53003","Petrol","5","18","2015","19891"
"Accord Sedán","1497","Manual","58000","Petrol","5","16.8","2013","19580"
"Accord Sedán","1497","Manual","75946","Petrol","5","16.8","2010","19258"
"Accord Sedán","1198","Manual","62789","Petrol","5","18","2015","19630"
"Accord Sedán","1198","Manual","43584","Petrol","5","17.8","2016","19574"
"Accord Sedán","1198","Manual","80140","Petrol","5","17.8","2016","19726"
"Accord Sedán","1497","Manual","113287","Petrol","5","17","2011","19349"
"Accord Sedán","1497","Manual","52543","Petrol","5","17.8","2012","19642"
"Accord Sedán","1497","Automatic","56152","Petrol","5","18","2015","19567"
"Accord Sedán","1497","Manual","71000","Petrol","5","17.8","2016","19878"
"Accord Sedán","1497","Manual","53000","Petrol","5","17.8","2016","19582"
"Accord Sedán","2354","Automatic","68000","Petrol","5","11.7","2013","19470"
"Accord Sedán","1498","Automatic","3500","Petrol","5","18.3","2023","20269"
"Accord Sedán","1497","Manual","47000","Petrol","5","17.8","2017","19706"
"Accord Sedán","1198","Manual","34000","Petrol","5","17.8","2019","20070"
"Accord Sedán","1497","Manual","120000","Petrol","5","17.7","2007","19330"
"Accord Sedán","1497","Automatic","62708","Petrol","5","18","2017","19846"
"Accord Sedán","1497","Automatic","50000","Petrol","5","16.8","2013","19404"
"Accord Sedán","2354","Automatic","70000","Petrol","5","11.7","2008","18862"
"Accord Sedán","1497","Manual","70000","Petrol","5","17.7","2007","19075"
"Accord Sedán","1497","Manual","56293","Petrol","5","17.8","2017","19895"
"Accord Sedán","1799","Automatic","63710","Petrol","5","16.5","2019","19890"
"Accord Sedán","1198","Manual","45696","Petrol","5","18","2014","19640"
"Accord Sedán","1497","Automatic","102783","Petrol","5","18","2015","19675"
"Accord Sedán","1497","Manual","30000","Petrol","5","17.4","2019","19885"
"Accord Sedán","1198","Manual","54075","Petrol","5","18","2014","19690"
"Accord Sedán","1497","Manual","60000","Petrol","5","17.4","2014","19440"
"Accord Sedán","1198","Manual","66655","Petrol","5","18","2016","19606"
"Accord Sedán","1497","Manual","80000","Petrol","5","17.7","2006","18802"
"Accord Sedán","1497","Manual","29000","Petrol","5","17.4","2018","20044"
"Accord Sedán","1498","Automatic","57952","Petrol","5","18.3","2020","19958"
"Accord Sedán","1498","Automatic","20000","Petrol","5","18.3","2021","20089"
"Accord Sedán","1497","Automatic","71406","Petrol","5","18","2017","19972"
"Accord Sedán","1498","Manual","30000","Petrol","5","18.6","2020","20074"
"Accord Sedán","1199","Automatic","20000","Petrol","5","18.3","2020","20078"
"Accord Sedán","1497","Manual","30000","Petrol","5","17.4","2020","20126"
"Accord Sedán","1497","Automatic","65403","Petrol","5","18","2019","19985"
"Accord Sedán","1497","Manual","42445","Petrol","5","17.4","2019","20090"
"Accord Sedán","1198","Manual","19356","Petrol","5","18","2016","19574"
"Accord Sedán","1198","Manual","75565","Petrol","5","18","2014","19790"
"Accord Sedán","1493","Manual","30000","Petrol","5","12.8","2004","18950"
"Accord Sedán","1497","Manual","70000","Petrol","5","17","2010","19328"
"Accord Sedán","1497","Automatic","115054","Petrol","5","18","2015","19576"
"Accord Sedán","1198","Manual","50000","Petrol","5","18","2015","19819"
"Accord Sedán","1498","Manual","17628","Petrol","5","18.6","2021","20176"
"Accord Sedán","1497","Automatic","110941","Petrol","5","18","2016","19646"
"Accord Sedán","1497","Automatic","41138","Petrol","5","18","2016","19598"
"Accord Sedán","1497","Manual","46275","Petrol","5","17.8","2016","19694"
"Accord Sedán","1497","Automatic","69565","Petrol","5","18","2014","19460"
"Accord Sedán","1497","Automatic","90000","Petrol","5","16.8","2009","18985"
"Accord Sedán","1497","Automatic","68906","Petrol","5","18","2018","19846"
"Accord Sedán","1497","Manual","49873","Petrol","5","16.8","2013","19481"
"Accord Sedán","1497","Manual","25742","Petrol","5","17.4","2018","19822"
"Accord Sedán","1199","Automatic","28526","Petrol","5","18.3","2020","20086"
"Accord Sedán","1497","Manual","104570","Petrol","5","16.8","2013","19547"
"Accord Sedán","1198","Manual","46099","Petrol","5","18","2016","19798"
"Accord Sedán","1497","Manual","26922","Petrol","5","17.4","2018","19894"
"Accord Sedán","1199","Manual","20000","Petrol","5","18.6","2021","20152"
"Accord Sedán","1497","Manual","53295","Petrol","5","17.8","2017","19923"
"Accord Sedán","1199","Manual","33792","Petrol","5","19.5","2018","19864"
"Accord Sedán","1497","Manual","58808","Petrol","5","17.8","2016","19710"
"Accord Sedán","1497","Manual","54531","Petrol","5","17.8","2017","19944"
"Accord Sedán","1497","Manual","43238","Petrol","5","17.8","2016","19886"
"Accord Sedán","1198","Manual","59067","Petrol","5","18","2013","19701"
"Accord Sedán","1497","Automatic","76087","Petrol","5","18","2017","19930"
"Accord Sedán","1497","Manual","38706","Petrol","5","17.8","2016","19646"
"Accord Sedán","1199","Automatic","29256","Petrol","5","19","2018","19912"
"Accord Sedán","1199","Automatic","8732","Petrol","5","19","2018","20032"
"Accord Sedán","1497","Manual","71481","Petrol","5","17.8","2017","19979"
"Accord Sedán","1497","Manual","35288","Petrol","5","17.4","2018","19918"
"Accord Sedán","1199","Automatic","45560","Petrol","5","19","2019","19955"
"Accord Sedán","1497","Automatic","43358","Petrol","5","18","2015","19558"
"Accord Sedán","1497","Automatic","43126","Petrol","5","17.4","2017","19706"
"Accord Sedán","1198","Manual","31881","Petrol","5","18","2015","19450"
"Accord Sedán","1199","Manual","37176","Petrol","5","19.5","2020","20094"
"Accord Sedán","1199","Manual","51569","Petrol","5","19.5","2018","20008"
"Accord Sedán","1497","Manual","49586","Petrol","5","16.8","2013","19349"
"Accord Sedán","1497","Automatic","120848","Petrol","5","18","2017","19713"
"Accord Sedán","2354","Automatic","89000","Petrol","5","11.7","2011","19102"
"Accord Sedán","1497","Automatic","82998","Petrol","5","18","2016","19790"
"Accord Sedán","1497","Automatic","41462","Petrol","5","18","2018","19972"
"Accord Sedán","1497","Manual","72856","Petrol","5","16.8","2012","19750"
"Accord Sedán","1497","Automatic","71086","Petrol","5","18","2014","19540"
"Accord Sedán","1199","Automatic","30197","Petrol","5","19","2018","19756"
"Accord Sedán","1198","Manual","86877","Petrol","5","18","2014","19830"
"Accord Sedán","1497","Manual","100000","Petrol","5","17.7","2005","18526"
"Accord Sedán","1199","Automatic","26973","Petrol","5","19","2019","20035"
"Accord Sedán","1497","Manual","48661","Petrol","5","17.8","2017","19874"
"Accord Sedán","1497","Manual","36486","Petrol","5","17.8","2017","19650"
"Accord Sedán","1497","Manual","43070","Petrol","5","17.4","2015","19693"
"Accord Sedán","1497","Automatic","114892","Petrol","5","18","2015","19837"
"Accord Sedán","1497","Manual","50000","Petrol","5","17.7","2008","18974"
"Accord Sedán","1497","Manual","88319","Petrol","5","17.8","2017","19818"
"Accord Sedán","1199","Manual","14014","Petrol","5","19.5","2019","20015"
"Accord Sedán","1497","Manual","37609","Petrol","5","17.4","2014","19700"
"Accord Sedán","1497","Manual","80000","Petrol","5","17.4","2018","19810"
"Accord Sedán","1497","Manual","41585","Petrol","5","17.4","2015","19738"
"Accord Sedán","1199","Automatic","7000","Petrol","5","18.3","2022","20174"
"Accord Sedán","2354","Manual","99589","Petrol","5","12.8","2011","19063"
"Accord Sedán","1497","Manual","50488","Petrol","5","17.8","2016","19774"
"Accord Sedán","1799","Automatic","80000","Petrol","5","13.9","2010","19202"
"Accord Sedán","1497","Manual","52258","Petrol","5","17.4","2014","19370"
"Accord Sedán","1497","Manual","97627","Petrol","5","16.8","2011","19622"
"Accord Sedán","1497","Automatic","76953","Petrol","5","18","2016","19894"
"Accord Sedán","1497","Automatic","53100","Petrol","5","18","2016","19694"
"Accord Sedán","1497","Automatic","39393","Petrol","5","18","2018","19984"
"Accord Sedán","1198","Manual","70979","Petrol","5","18","2015","19801"
"Accord Sedán","1497","Automatic","50493","Petrol","5","18","2016","19750"
"Accord Sedán","1497","Manual","47970","Petrol","5","17.4","2014","19740"
"Accord Sedán","1497","Automatic","81459","Petrol","5","18","2015","19810"
"Accord Sedán","1497","Automatic","61703","Petrol","5","18","2016","19846"
"Accord Sedán","1199","Automatic","20000","Petrol","5","18.3","2021","20095"
"Accord Sedán","1493","Manual","50000","Petrol","5","13","2005","19343"
"Accord Sedán","1497","Manual","60000","Petrol","5","17.8","2016","19934"
"Accord Sedán","1497","Manual","60000","Petrol","5","17.8","2016","19790"
"Accord Sedán","1497","Automatic","42503","Petrol","5","18","2017","19895"
"Accord Sedán","1497","Automatic","34362","Petrol","5","18","2016","19942"
"Accord Sedán","1199","Automatic","15173","Petrol","5","18.3","2021","20146"
"Accord Sedán","1199","Automatic","46263","Petrol","5","19","2017","19888"
"Accord Sedán","1497","Automatic","31854","Petrol","5","18","2019","19985"
"Accord Sedán","1498","Automatic","22171","Petrol","5","18.3","2021","20137"
"Accord Sedán","1199","Automatic","8973","Petrol","5","18.3","2021","20200"
"Accord Sedán","1497","Manual","45089","Petrol","5","17.4","2019","19970"
"Accord Sedán","1497","Manual","100000","Petrol","5","17","2009","18880"
"Accord Sedán","1497","Automatic","18503","Petrol","5","18","2017","19881"
"Accord Sedán","1498","Automatic","13329","Petrol","5","18.3","2021","20164"
"Accord Sedán","1497","Manual","105034","Petrol","5","16.8","2012","19390"
"Accord Sedán","1199","Automatic","17678","Petrol","5","19","2020","20070"
"Accord Sedán","1497","Manual","29305","Petrol","5","17.8","2017","19930"
"Accord Sedán","1497","Automatic","20000","Petrol","5","17.4","2020","20138"
"Accord Sedán","1199","Automatic","15462","Petrol","5","19","2019","19920"
"Accord Sedán","1497","Manual","71665","Petrol","5","17.8","2016","19910"
"Accord Sedán","1497","Manual","13267","Petrol","5","17.4","2018","19894"
"Accord Sedán","1497","Manual","90000","Petrol","5","17.4","2015","19765"
"Accord Sedán","1199","Manual","8007","Petrol","5","18.6","2022","20212"
"Accord Sedán","1497","Automatic","82845","Petrol","5","18","2016","19630"
"Accord Sedán","1497","Automatic","40000","Petrol","5","16.8","2012","19750"
"Accord Sedán","1199","Automatic","26129","Petrol","5","19","2019","20045"
